,FECHA_DOC,CANT,DESCR
967,2022-08-29,2,FAB BOB 100MMX200MM 4500W480W AHOGA/ALUC
968,2022-08-29,1,FAB BOB 100MMX500MM 7500W480W AHOGA/ALUC
969,2022-08-29,2,"CBE 5/8""ØX1.75MTLON 1500W440V T/PLICA"
970,2022-08-29,2,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
971,2022-08-30,4,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA"
972,2022-08-31,2,"TUB INOX 1/4""ØX155MM 930W127V ESP-7DOBLE"
973,2022-08-31,5,"TUB INOX 3/8""Øx4040mm ESP 4000W 254V"
974,2022-08-31,12,"CBS INOX 5/8""ØX152MM 400W 220V EXT.35CM"
975,2022-08-31,15,"CAS INOX 5/8""ØX5 1/2"" 1050W 240V ESC90°"
976,2022-08-31,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
977,2022-08-31,20,PT-100 6MMØX6CM EXT 4MT TEFLON 4HILOS
978,2022-08-31,20,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
979,2022-08-31,4,"TUB INOX7 /16x115CMS CLIP15KW220V PLACA"""
980,2022-08-31,2,"TER J 1/4""ØX6"" EXT3MT CONEC/DESLIZ 1/4""Ø"
981,2022-08-31,1,"TUB INOX 5/16""ØX25CM 3000W240V ""U""T/PUMA"
982,2022-08-31,1,"TUB INOX 5/16""ØX315MM 3KW240V 3 ELIPSES"
983,2022-08-31,1,TER K  PUNTA PINX60CM MALLA INOX ZAP/PIN
984,2022-09-02,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT
985,2022-09-02,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
986,2022-09-02,1,"TUB INOX 1/2""Øx650mm U 12KW 220V TAPON"
987,2022-09-02,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
988,2022-09-02,1,"RC 5/8""ØX75CM 4200W 480V CLAVIJA T/PLANC"
989,2022-09-05,3,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
990,2022-09-05,12,"CAS INOX 3/4""ØX16"" 750W 240V EXT.30CM"
991,2022-09-05,10,"CAS INOX 3/4""ØX16"" 1000W 240V EXT.30CM"
992,2022-09-05,2,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
993,2022-09-06,1,"TUBULAR U"" 11mmØx510mm 3kW 460V 3pz"""
994,2022-09-06,1,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316"""
995,2022-09-06,1,TERMOPAR K DOBLE CAL14x21 FUNDA CERAMICA
996,2022-09-06,4,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316"""
997,2022-09-07,20,"PT-100 3/16""Øx3 1/2"" LONG EXT3MTS,3HILOS"
998,2022-09-07,1,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI"
999,2022-09-07,8,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM"
1000,2022-09-07,1,"TUS INOX 5/16""ØX30CM 1000W 127V ""U"""
1001,2022-09-08,3,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ"
1002,2022-09-08,2,BOB 8020 CAL.19 1612W 127V CER-10CANALES
1003,2022-09-08,2,BOB 8020 CAL.19 1612W 127V CER-8CANALES
1004,2022-09-08,2,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM"
1005,2022-09-08,2,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
1006,2022-09-08,9,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT
1007,2022-09-08,1,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT
1008,2022-09-08,1,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT
1009,2022-09-08,2,BAN P INOX 75MMX254MM 350W 127V T/TOR
1010,2022-09-08,1,"TUB INOX.5/16""Øx473mm U 2500W 220V TAPO"
1011,2022-09-08,2,BAN P INOX 75MMX254MM 350W 127V T/TOR
1012,2022-09-08,3,"TUB INOX 7/16""ØX595MM 5000W 220V ""U"" BUS"
1013,2022-09-09,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
1014,2022-09-09,1,TUBULAR 11mmØx450mm 4500W 480V 6pz
1015,2022-09-09,1,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
1016,2022-09-09,2,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC"
1017,2022-09-09,1,"TUB INOX 5/16""ØX205MM 1000W 127V ""U"" BUS"
1018,2022-09-12,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
1019,2022-09-12,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT
1020,2022-09-12,3,"TUB INOX 1/4""Øx150MM 900W 220V ESP/NAYLA"
1021,2022-09-12,4,"CAS INOX 1/2""ØX5"" 750W127V EXT.30CM"
1022,2022-09-12,4,"CAS INOX 1/2""ØX41/2"" 500W127V ESCUADRA"
1023,2022-09-12,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
1024,2022-09-12,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT
1025,2022-09-13,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
1026,2022-09-13,10,"CAS INOX1/4""ØX4 1/2"" 350W240V ESCUADRA"
1027,2022-09-13,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
1028,2022-09-14,1,"TUB INOX 3/8""ØX66MMØ 250W 127V CIRCULAR"
1029,2022-09-14,10,"TER K 3/16""ØX1"" EXT.7MTS MALLA  Z/ESPADA"
1030,2022-09-14,3,"TUB INOX716Øx1421mm LONG ""M"" 3000W/220V"""
1031,2022-09-14,14,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
1032,2022-09-14,6,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
1033,2022-09-14,1,REPARACION MARCADORA DE LLANTAS
1034,2022-09-14,1,REPARACION DE SELLADORA DE 30CM
1035,2022-09-14,1,"TUB INOX 1/2""ØX500MM 9000W 240V C/PLACA"
1036,2022-09-14,1,"TUB INOX 1/2""ØX495MM 3000W220V U PLA/ACO"
1037,2022-09-15,1,"TUB INOX 3/8""ØX235MM 3300W 230V CLIP/PLA"
1038,2022-09-15,2,"TUB INOX 1/2X903mm 3000W 120V BUSHING"""
1039,2022-09-19,2,TIRA P INOX. 300mmx38mm 500W 220V TORNIL
1040,2022-09-19,2,"CAS INOX 3/8""ØX4"" 200W 127V EXT.30CM"
1041,2022-09-19,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
1042,2022-09-19,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
1043,2022-09-19,2,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP"
1044,2022-09-19,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
1045,2022-09-19,1,"TUB INOX 7/16""ØX505MM 4500W 440V U/PLAC"
1046,2022-09-20,1,"TUB INOX 1/2""ØX746MM 30KW 440V ""U"" BRI8"""
1047,2022-09-20,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
1048,2022-09-20,1,"TUB INOX 5/16""ØX30CM 2000W 240V ""M"" BUSH"
1049,2022-09-20,1,"TUB INOX 1/4""ØX1105MM 900W 127V RECTA/ZA"
1050,2022-09-20,1,"TER J 3/16""ØX8"" CON 1/2""-1/2"" NPT C/MAR"
1051,2022-09-20,1,"TUB COBRE 5/16""ØX158MM 1250W 127V ""J""TAP"
1052,2022-09-21,3,"TER K 5/16""ØX310MM CON-1/2""NPT PROC C/MA"
1053,2022-09-22,2,"TUB U"" 7/16""x500mm 7000W480V 3PZ/1JGO"""
1054,2022-09-22,3,"TUB RECTA 1/2øX800mm 950W 140V"""
1055,2022-09-22,6,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR"
1056,2022-09-22,6,"TERMOPAR ""K"" C/ELEMENTO CAL.8 X750 MM"
1057,2022-09-22,1,"TUB INOX 1/2""ØX360MM 1500W 480V ESP"
1058,2022-09-22,3,"TUB INOX 5/16""ØX90CM 1500W 480V ""L"" TOR"
1059,2022-09-22,4,TIRA INOX 38MMX60CM 1000W 220V T/CENTRO
1060,2022-09-22,2,"TUB INOX 5/16""ØX362CM 5000W220 V T/CABLE"
1061,2022-09-22,1,TUE Ø 8 MM X 303 APROX 5000 W 220 V
1062,2022-09-22,1,"TUB INOX 5/16""ØX307MM  2100W220V ""M"" CUA"
1063,2022-09-22,1,REPARACION TUBO PYREX 7.2 OHMS
1064,2022-09-22,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
1065,2022-09-22,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
1066,2022-09-23,1,"BOQUILLA 2X2""  350W 240V"""
1067,2022-09-23,1,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH"
1068,2022-09-23,1,"TUB INOX 7/16""ØX42CM 2000W 240V ""M"" BUSH"
1069,2022-09-23,4,"CAR INOX 3/8""Øx26CMS LONG 1200W 127V CAB"
1070,2022-09-23,4,"CBS INOX 3/8"" DE ØX61CMTS1200W127V TF"
1071,2022-09-23,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
1072,2022-09-23,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
1073,2022-09-23,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
1074,2022-09-23,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
1075,2022-09-23,2,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
1076,2022-09-23,18,BP S/BLINDA 300MMX698MM 2500W 230V 18BA
1077,2022-09-23,18,BP S/BLINDA 300MMX698MM 2000W 230V 18BA
1078,2022-09-23,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
1079,2022-09-26,8,FAB RESISTENCIA DSD CAL.12 X40CMX10CM
1080,2022-09-26,2,BC INOX 144MMØ X87MM 2100W 400V SIN/CAJA
1081,2022-09-26,2,BL INOX 60mmØx50mm 400W 120/240V EXT30CM
1082,2022-09-26,2,BAN INOX 146MMØX40MM 500W230V CINT/ALLEN
1083,2022-09-26,2,"BAN INOX 9""ØX3"" ANCH 1700W 230V T/CABLE"
1084,2022-09-26,1,PT-100 7.5MMØX95MM EXT.48CM 3H C/MACHO
1085,2022-09-26,10,PT-100 6MMØX30MM EXT3MT BAY-2G RES/MALLA
1086,2022-09-26,5,TEA J 6MMØX30MM EXT.2MT RESOR/BOY2G/CLAV
1087,2022-09-26,3,"TUB INOX 7/16""ØX330MM 1100W 210V ALE/BUS"
1088,2022-09-26,3,"TUA ""U"" 1/2""Øx18"" 4kW 220V BUSHING LATON"
1089,2022-09-26,3,"CAS INOX 5/8""ØX6"" 500W 240V EXT30CM"
1090,2022-09-26,10,"PRECALENTADOR 2""Øx61/2""  500W127V"
1091,2022-09-27,4,"TUA ""U"" 7/16""X1000mm 5KW 440V C/TAP LAT"
1092,2022-09-27,4,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
1093,2022-09-28,30,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
1094,2022-09-29,4,TIRA INOX 38MMX45CM 750W220V TER/TIPO H
1095,2022-09-29,2,BAN INOX 260MMØX35MM 1000W 440V EXT30CM
1096,2022-09-29,10,CERAMICO OVALADO P/ ELEMENTO C-14- 2 BAR
1097,2022-09-29,7,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
1098,2022-09-29,30,"TUB INOX 7/16""Øx950mm U 2777W 440V BUSHI"
1099,2022-09-29,3,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
1100,2022-09-30,2,"TUB INOX. 5/16""Øx1160mm 1750W120V BUSHIN"
1101,2022-09-30,2,"TUB INOX 1/2""ØX80CM 80KW 440V ""U"" PLAC"
1102,2022-09-30,10,"TUB INOX 5/16""ØX190MM 1250W127V TAP1""NPT"
1103,2022-09-30,1,"AK 1/16""ØX265MM EXT1MT MALLA  C/MACHO"
1104,2022-09-30,4,FABRICACIÓN ESPECIAL 1300W 115V
1105,2022-09-30,2,"CAS INOX 5/8""ØX2"" 300W 240V EXT.30CM"
1106,2022-09-30,2,"CAS INOX 1/2""ØX2"" 300W 240V EXT30CM"
1107,2022-09-30,8,"TUB INOX. 5/16""Øx510mm CLIP 9KW 230V TAP"
1108,2022-09-30,1,"TUB INOX 5/16""ØX390MM 3350W 240V ESP/ZAP"
1109,2022-09-30,1,"TUB INOX 7/16""ØX277MM 2000W 220V ""M"" BUS"
1110,2022-09-30,2,"CAS INOX 3/8""ØX11/2"" 175W127V C/TJ EXT30"
1111,2022-09-30,4,"CAS INOX. 3/8""Øx4"" LONG 500W 120V CABLE"
1112,2022-10-04,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
1113,2022-10-04,1,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
1114,2022-10-04,1,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT"""
1115,2022-10-04,4,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
1116,2022-10-04,1,"TER K 1/4""ØX4"" CON1/2""-1/2"" NPT C/MAR"
1117,2022-10-04,5,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT
1118,2022-10-04,10,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT"""
1119,2022-10-04,1,BAN M/LUNA 190MMØX230MMX46MM 1350W127V T
1120,2022-10-04,1,"TUB INOX 1/4""ØX1450MM ""U"" ESP 7500W440V"
1121,2022-10-04,2,BAN P COMUN 24MMØX108CM 1750W220V T/TORN
1122,2022-10-05,1,"BOQUILLA 2X2""  350W 240V"""
1123,2022-10-05,3,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
1124,2022-10-06,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
1125,2022-10-06,1,REPARACION MUFLA DE 3600W 230V
1126,2022-10-06,4,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V"
1127,2022-10-07,1,BAN P INOX 155MMX80MM 343W 220V EXT30CM
1128,2022-10-07,4,"BOQUILLA 2X2""  350W 240V"""
1129,2022-10-07,3,BASTIDOR RESISTENCIAS ELSTEIN 12KW 460V
1130,2022-10-07,2,BAN INOX 298MMØX50MM 1500W 240V T/TOR
1131,2022-10-07,2,BAN INOX DE 176MMØX100MM 2000W 240V T/TO
1132,2022-10-07,1,REPARACION HORNO 1000W 110V
1133,2022-10-10,3,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V"
1134,2022-10-10,10,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
1135,2022-10-10,6,"TUB INOX 7/16""ØX495MM 3000W 240V BUSH"
1136,2022-10-11,1,"TUBULAR U"" 11mmØx510mm 3kW 460V 3pz"""
1137,2022-10-11,1,"BANDA MED. LUNA 22.1/2""x6"" 3kW 460V"
1138,2022-10-12,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM"
1139,2022-10-12,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC"
1140,2022-10-12,10,"TUB ""J"" Ø 3/8 X 1155 MM TOTAL 2400 W 440"
1141,2022-10-12,5,"TU ""J"" Ø 3/8 X 1155 MM 2400W 440V TERMOS"
1142,2022-10-12,4,"CAS INOX 3/8""ØX4"" 400W 127V EXT 1M/SOGUI"
1143,2022-10-12,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
1144,2022-10-12,3,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
1145,2022-10-12,1,"TUB INOX 5/16""ØX30CM 2000W 240V ""M"" BUSH"
1146,2022-10-13,6,"TUB INOX 7/16""ØX72CM 1000W 220V RECTA"
1147,2022-10-13,1,"TUB INOX 1/4""ØX215MMX175MM 820W110V CUAD"
1148,2022-10-14,1,"TUB INOX 5/16""ØX215MM 1500W 240V U 1""NPT"
1149,2022-10-14,6,CALTA 8MM Ø X 240 MM 500 W 220 V RECTO
1150,2022-10-14,10,CARTUCHO 8MMØ X290MM 500W 220V
1151,2022-10-14,10,CARTUCHO Ø 8 MM X340 MM 500W 220 V
1152,2022-10-14,10,CARTUCHO Ø 8MM X 520 MM 500 W 220 V
1153,2022-10-14,7,CARTUCHO DE 8MM X 590MM LONG. 500W 220V
1154,2022-10-14,10,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V
1155,2022-10-14,10,"CARTUCHO ALTA 1/4 Ø X 12 500 W 220V"""
1156,2022-10-17,3,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
1157,2022-10-17,1,BAN P INOX 121MMX121MM 250W 240V ESP
1158,2022-10-17,1,BAN P INOX 255MMX120MM 1250W 240V T/TOR
1159,2022-10-17,1,BAN P INOX 260MMX186MM 1800W 240V T/TOR
1160,2022-10-17,1,BAN P INOX 120MMX47.5MMX23MM 250W 240V T
1161,2022-10-18,10,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT
1162,2022-10-18,10,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT
1163,2022-10-18,1,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT
1164,2022-10-18,1,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT
1165,2022-10-18,3,"TUB RECTA 1/2øX800mm 950W 140V"""
1166,2022-10-18,6,"TUB U"" 7/16 Ø X50 CM 10 KW 440 V DELTA"""
1167,2022-10-18,1,"TUB INOX 5/16""ØX203MM 1500W 240V U TAP1"""
1168,2022-10-18,1,"TUB INOX 1/4""ØX113CM 1000W 127V ESPECIAL"
1169,2022-10-19,6,CAS INOX 8MMØX120MM 350W260V EXT.1.5MT
1170,2022-10-19,6,CAS INOX 12.5MMØX200MM 1300W260V EXT1.5M
1171,2022-10-19,1,REPARACION DE TERMINALES DE CARTUCHO
1172,2022-10-19,2,"TUA INCOLOY 1/2""ØX59CM 15KW220V T2 1/2"""
1173,2022-10-19,11,BP S/BLINDA 300MMX698MM 2500W 230V 18BA
1174,2022-10-19,5,PISTOLA DE AIRE 3500W 220V
1175,2022-10-19,6,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
1176,2022-10-20,1,"TEA 1/4""ØX11.5MM EXT.5MT C-1/2""NPT RESOR"
1177,2022-10-20,2,"TEA 1/4""ØX11.5MM EXT.5MT C-1/2""NPT RESOR"
1178,2022-10-20,1,BAN INOX 225MMØX39MM 400W 127V EXT30CM
1179,2022-10-20,1,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8"""
1180,2022-10-20,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
1181,2022-10-20,1,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
1182,2022-10-20,2,"TUB INOX 7/16""x105CMS 1500W 220V BUSHING"
1183,2022-10-20,1,BOB DSD CAL.15 9.5MMØX2MT 1680W127V GAZA
1184,2022-10-21,8,"CAS INOX 1/2""ØX1 1/2"" 250W 127V EXT.30CM"
1185,2022-10-21,5,CAS 12MMØX312MM 300W110V ESCUAD EXT102CM
1186,2022-10-21,2,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ"
1187,2022-10-21,3,"CAS INOX 1/2""ØX3 1/2"" 400W 127V EXT.30CM"
1188,2022-10-21,12,"CARTUCHO 3/8"" X 8"" 250W, 240V. TUBO PLIC"
1189,2022-10-21,6,"CBE INOX 3/8""ØX8"" 250W 240V EXT42"" 37""PL"
1190,2022-10-21,10,"TUB INOX 5/16Øx1790mm 1300W 220V BUSHIG"""
1191,2022-10-24,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM"
1192,2022-10-24,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC"
1193,2022-10-24,1,BAN P INOX 168MMX88MM 300W 240V EXT50CM
1194,2022-10-24,1,BAN P INOX 115MMX93MM 300W 240V EXT50CM
1195,2022-10-24,1,BAN P INOX 178MMX110MMX150MM 500W240V
1196,2022-10-24,3,"BC PLANA 6""LARx4 1/4""ANC 2000W 220V C/TJ"
1197,2022-10-24,1,"TEA K 3/16""ØX3/4"" EXT1.5MT CON-1/8"" NPT"
1198,2022-10-24,2,"TUB INOX 5/16""ØX114CM 1500W 220V U 1NPT"
1199,2022-10-24,1,"TUB INOX 1/2""ØX85CM 22KW 440V CLIP/PLAC"
1200,2022-10-24,1,"TEA J 3/16""ØX40CM EXT3MT C/TORNILLO 1/4"""
1201,2022-10-25,1,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR"
1202,2022-10-25,1,"TUB INOX 5/16""ØX43CM1850W240V ""M ESP/TOR"
1203,2022-10-25,8,BC INOX 137MMØX100MM 1800W 240V BLOCK
1204,2022-10-25,4,BAN P INOX 45MMX200MM 350W 240V EXT30CM
1205,2022-10-25,4,BAN P INOX 70MMX122MM 350W 240V EXT30CM
1206,2022-10-25,2,"BAN INOX 2""ØX7"" 750W 127V EXT.30CM CANTO"
1207,2022-10-25,4,"BOQUILLA 2X2""  350W 240V"""
1208,2022-10-26,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
1209,2022-10-26,2,"CAS INOX 1/4""ØX5 1/2"" 400W 240V EXT30CM"
1210,2022-10-26,2,"CAS INOX 1/4""ØX6"" 400W 240V EXT30CM"
1211,2022-10-26,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3.5 MT
1212,2022-10-26,6,"CAS INOX 1/2""ØX4"" 600W 240V EXT3M 30CMSI"
1213,2022-10-26,1,"CAS INOX 1/2""ØX4"" 600W240V EXT3M PLI30CM"
1214,2022-10-26,1,"TEA J 1/4""ØX8"" EXT1.5MT C/TORNILLO-3/8""Ø"
1215,2022-10-26,1,BAN M/LUNA 280MMØX260MM 3000W 440V CLAV
1216,2022-10-27,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
1217,2022-10-27,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT
1218,2022-10-27,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT
1219,2022-10-27,2,"TER J 3/16""ØX2"" EXT50CM ZAP/PIN"
1220,2022-10-27,20,FAB RESISTENCIA DSD CAL.12 X40CMX10CM
1221,2022-10-27,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
1222,2022-10-27,1,"TUB INOX 1/2""X66CM 4500W 480V 2 1/2"" 3PZ"
1223,2022-10-28,1,REP. DE ELEMENTO TK CAL.20X36.5XCM
1224,2022-10-28,1,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH"
1225,2022-10-28,1,"TUB INOX 7/16""ØX40CM 1000W 127V ""M"" BUSH"
1226,2022-10-28,4,FABRICACIÓN ESPECIAL 1300W 115V
1227,2022-10-28,1,"TUB INOX. 5/16""Øx320mm 750W, 120V. U"
1228,2022-10-28,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
1229,2022-10-31,2,"TUB INOX 1/4""ØX80CM 800W127V RECTA T/ZAP"
1230,2022-10-31,1,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
1231,2022-10-31,2,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
1232,2022-10-31,1,"TER J 1/8""ØX2 1/2"" EXT1.5MT TRAN/RESOR"
1233,2022-10-31,6,"TUB INOX 7/16""ØX50CM 2500W 240V ""U"" BUSH"
1234,2022-10-31,4,CAM INOX 10MMØX16CM 400W240V RECT EX30CM
1235,2022-10-31,1,"PT-100 5/16""ØX1MT CON1/2""-1/2""NPT C/MARI"
1236,2022-10-31,15,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
1237,2022-10-31,3,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
1238,2022-10-31,1,"FAB. TUBO INOX 1/2""Ø C40 X 1.7M C/ALETAS"
1239,2022-11-01,1,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
1240,2022-11-01,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
1241,2022-11-01,6,"CAS INOX 1/2""ØX8"" 500W 127V EXT30CM"
1242,2022-11-03,2,"CAS INOX 5/8""ØX9"" 500W 240V EXT30CM"
1243,2022-11-03,1,REPARACION DE TANQUE DE BAÑO MARIA 127V
1244,2022-11-04,4,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
1245,2022-11-04,10,CAS INOX 12.5MMØX125MM 300W 280V EXT1MT
1246,2022-11-04,7,CAS INOX 12.5MMØX165MM 300W 280V EXT.1MT
1247,2022-11-04,25,CAS INOX 12.5MMØX265MM 400W 280V EXT.1MT
1248,2022-11-04,1,CAS INOX 12.5MMØX85MM 150W 280V EXT.1MT
1249,2022-11-04,4,"TUB INOX. 5/16""Øx625mm 1200W, 220V. U"
1250,2022-11-04,4,"TUB INOX 5/16""x625mm 950W 220V U"
1251,2022-11-04,6,"TUB INOX. 5/16 Øx625mm 850W,220V U"
1252,2022-11-04,2,BOB 8020 CAL.22 2.8MMØX3MT GAZA 50MM 127
1253,2022-11-04,1,REPARACION DE HORNO LINDBERG/BLUE M
1254,2022-11-07,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
1255,2022-11-07,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
1256,2022-11-07,2,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA"
1257,2022-11-07,4,"TUB INOX 1/2""ØX850MM 6000W 240V ALET/PLA"
1258,2022-11-08,1,"TUB INOX 1/4""ØX65MM 180W 127V CIRCU/BASE"
1259,2022-11-08,2,"TUB INOX 7/16""ØX36CM 2000W 240V ""M"" BUSH"
1260,2022-11-08,3,FAB. DE BASTIDOR 8020 2700W 240V 28X24X5
1261,2022-11-08,11,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55"""
1262,2022-11-08,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
1263,2022-11-08,1,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
1264,2022-11-09,1,"BAN P INOX 5 1/2""X5 1/2"" 660W220V EX30CM"
1265,2022-11-09,1,"BAN P INOX 5 1/2""X4 1/2"" 600W220V ESPEC"
1266,2022-11-10,1,"TER J 1/4""ØX3 1/2"" CON-1/2""-1/2"" EXT30CM"
1267,2022-11-10,4,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V"
1268,2022-11-10,2,"TUBULAR  ""U"" 5/16""Øx13.5"" 4500W480V 3pz"
1269,2022-11-10,20,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
1270,2022-11-10,1,"PT-100 3/16""ØX3"" CON 1/2""-1/2"" NPT C/MAR"
1271,2022-11-10,1,"PT-100 3/16""ØX15CM CON1/2""-1/2"" C/MAR"
1272,2022-11-10,12,CBS INOX 20MMØX68CM 1200W 254V EXT.25CM
1273,2022-11-11,3,BAN M/LUNA 220MMØX155MM 1500W 440V C/STD
1274,2022-11-11,5,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
1275,2022-11-11,3,"TUB INOX 5/16""ØX27CM 1000W 240V ESPECIAL"
1276,2022-11-11,2,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
1277,2022-11-11,2,"TUB INOX 1/2""ØX75CM ""U"" 30KW440V BRIDA6"""
1278,2022-11-14,1,"TUB INOX 1/2""ØX365MM 1650W127V ""M"" A 90°"
1279,2022-11-14,6,PISTOLA DE AIRE 3500W 220V
