,FECHA_DOC,CANT,DESCR
0,2022-01-05,1,"TUB COBRE 5/16""ØX165MM CIRCULA1.5KW127V"
1,2022-01-05,1,"TUA U"" 5/16 ØX250MM 1200W 120V TAP1""NPT"
2,2022-01-05,7,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 7 MT
3,2022-01-05,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
4,2022-01-05,2,BAN P INOX 115MMX235MM 1000W 127V T/TOR
5,2022-01-05,2,BAN P INOX 55MMX235MM 450W 127V T/TOR
6,2022-01-05,1,REPARACION DE BATIDOR 16.6KW 440V
7,2022-01-05,3,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
8,2022-01-05,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
9,2022-01-05,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
10,2022-01-05,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
11,2022-01-05,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
12,2022-01-05,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
13,2022-01-05,1,BOB 8020 CAL.26 127V BAS28.5CMX27CM MICA
14,2022-01-05,1,BC INOX 114MMØX165MM 1500W 230V C/ALLEN
15,2022-01-05,5,"PT-100 1/8""ØX30MM EXT 1.5MT 3HILOS Z/ESP"
16,2022-01-05,2,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
17,2022-01-05,3,"TER J 3/16""ØX2"" EXT.2MT CON-1/2"" NPT"
18,2022-01-05,5,BAN MICA 120mmØx50mm 850W 440V TTORNILLO
19,2022-01-05,7,BAN MICA Ø120MM X 50 MM 700W 440V T TOR
20,2022-01-05,3,BAN INOX 36MMØX25MM 150W 240V EXT30CM
21,2022-01-07,3,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN"
22,2022-01-07,1,PT-100 4MMØX10CM EXT 5MT TEFLON 2HILOS
23,2022-01-07,1,"PT-100 DE 1/4""ØX14.5CM EXT 5MT CONECTOR"
24,2022-01-07,2,REPARACION DE TERMOPAR
25,2022-01-07,3,"TUB INOX 7/16""ØX510MM ""U""8000W 440V TAP"
26,2022-01-07,5,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
27,2022-01-07,6,"TERMOPAR CERAMICO T/ K"" LONG 12"" CAL.14"""
28,2022-01-07,2,"PT-100 1/4""Øx60CMS CABEZA Y BLOCK 1/2""X"
29,2022-01-07,30,BOBINA CAL.8 DSD C/TERMINALES EN INOX
30,2022-01-10,6,"TUB INOX 7/16""ØX490MM U ESP 3200W 220V"
31,2022-01-10,30,BOBINA CAL.8 DSD C/TERMINALES EN INOX
32,2022-01-10,1,"TUB INOX 1/4""ØX6"" 1675W 120V PARRILLA"
33,2022-01-11,10,"TER J 3/16""ØX1"" EXT.2MTS MALLA Z/ESPADA"
34,2022-01-11,10,"TER K 3/16""ØX1"" EXT.2MT RES/MALLA INOX"
35,2022-01-11,1,REPARACION DE SELLADORA PCS-300
36,2022-01-11,1,REPARACION DE SELLADORA PCS-200
37,2022-01-11,1,BAN INOX 197MMØX152MM 3500W 440V T/TORNI
38,2022-01-12,40,"CART INOX 3/8""Øx8"" 340W, 220V CABLE 35CM"
39,2022-01-12,1,"PT-100 3/16""ØX11/2"" EXT3MTS TEFLON Z-PIN"
40,2022-01-12,3,"TUB INOX 1/2""ØX1030MMX980MM 3KW480V ""L"""
41,2022-01-12,9,"TUB INOX 7/16""ØX80CM 1200W 127V T/TOR"
42,2022-01-12,10,BOB 8020  CAL.19 79MMØX750MM GAZA 40CM
43,2022-01-12,8,"TUB INOX 5/16""ØX50CM 4000W240V ""J"" 1""NPT"
44,2022-01-13,2,"TER J 3/16""ØX50MM TRANS 1/4""ØX4MM EXT3MT"
45,2022-01-14,1,"TUB INOX. 5/16""Øx1 MTS 900W, 127V. U TOR"
46,2022-01-14,2,"TUB INOX 7/16""ØX410MM 2500W220V CIRCULAR"
47,2022-01-14,2,"TUB INOX 7/16""ØX36.4CM 2500W220V ""M ESP"""
48,2022-01-14,4,"TUB INOX 5/16""Øx64CMS 700W220V."
49,2022-01-14,1,"TUB INOX 5/16""ØX111MM 2500W220V ESPIRAL"
50,2022-01-17,5,"TUB. INOX. 5/16 Øx615mm. 2000W 440V ""U"""""
51,2022-01-17,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
52,2022-01-17,1,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
53,2022-01-17,2,"TUB INOX 5/16""ØX110MM 1500W 127V ESPIRAL"
54,2022-01-17,2,"TUB INOX 5/16""ØX110MM 1500W 240V ESPIRAL"
55,2022-01-17,1,"TUB INOX 5/16""ØX383MMØX354MM 2KW240V CHI"
56,2022-01-17,1,"TUB INOX 5/16""ØX383MMØX354MM 2KW240V GDE"
57,2022-01-17,4,BOB 8020 CAL.19 1612W 127V CER-8CANALES
58,2022-01-18,1,"AEROPACK J 1/16""ØX2"" T-1/8""ØX11/2"" EXT1M"
59,2022-01-19,2,"CAS INOX 1/2""ØX 2 1/2"" 400W220V EXT.30CM"
60,2022-01-19,2,"CAS INOX 1/2""ØX 2 1/2"" 400W220V EXT.30CM"
61,2022-01-19,3,BC PLANA INOX 52MMX60CM 750W 220V T/TOR
62,2022-01-19,3,BC PLANA INOX 51MMX490MM 1000W 220V T/TO
63,2022-01-19,6,BAN P COMUN 74MMX50CM 750W 220V T/TOR
64,2022-01-19,2,TIRA INOX 38MMX440MM 750W 230V T/TIPO H
65,2022-01-19,8,"TUB INOX 7/16""Øx190mm 2000W 400V BUS/LAT"
66,2022-01-19,2,BAN INOX 58MMØX30MM 200W 230V EX1MT ALLE
67,2022-01-19,4,BAN INOX 122MMØX50MM 750W460V EXT1MT STD
68,2022-01-20,4,"TUB INOX 7/16""ØX742MM U 20KW440V BRIDA6"""
69,2022-01-20,2,BAN P COMUN 100CMX21MM 900W220V T/TOR
70,2022-01-20,1,BAN P INOX 28MMX128MM 125W 230V T/TOR
71,2022-01-21,10,"TER K 3/16""ØX1 1/2"" EXT.7MT MALLA Z/ESPA"
72,2022-01-21,1,BAN P A/COMUN 200MMx102MM 390W127V T/TOR
73,2022-01-21,1,"TUB INOX 7/16""ØX210MM 800W127V ""U""  BUSH"
74,2022-01-21,30,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
75,2022-01-21,3,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
76,2022-01-24,10,TUB ESP 10MMØX1985MM 1000W 440V BUS/SOPO
77,2022-01-24,6,BOB 8020 CAL. 13 13.7MMØX1.5MTS GAZA30CM
78,2022-01-24,6,"BOB 8020 CAL.13 13.7MMØX800MM ""U""GAZ30CM"
79,2022-01-24,8,CARTUCHO 8MMØ X290MM 500W 220V
80,2022-01-24,10,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2.5 MT
81,2022-01-24,2,BAN INOX 103MMØX45MMØX65MM 400W255V ESP
82,2022-01-24,2,BAN M/L INOX 210mmØx70mm 650W 255V CABLE
83,2022-01-24,2,BAN M/LUNA 210MMØX70MM 1.6KW255V CLA-STD
84,2022-01-25,1,"TUB INOX 5/16""Øx120MTS LONG. 1000W 120V."
85,2022-01-25,12,"TER J 1/8""Øx115mm LONG EXT. DE 1220mm CL"
86,2022-01-25,12,"TER J 3/16""Øx8mm EXT. .90CMS CLAVIJA"
87,2022-01-25,1,TER K 12MMØX22CM EXT8MT MAQ-ESPECIAL
88,2022-01-25,20,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
89,2022-01-26,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
90,2022-01-26,3,"TUB INOX 7/16""ØX500MM 3000W240V BUS3/4"""
91,2022-01-26,1,"CAS INOX 1/4""ØX1 1/4"" 100W 127V EXT.30CM"
92,2022-01-27,1,"TUB INOX 7/16""ØX280MM ""U"" 9000W260V PLAC"
93,2022-01-27,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
94,2022-01-28,1,"TER K 1/8""ØX15CM EXT2MT MALLA INOX  ZAP"
95,2022-01-28,3,REPARACION DE SOLDADURA A PLACAS TUBULAR
96,2022-01-28,3,"TUB INOX 1/2""Øx500mm LONG ""U"" 2000W 220V"
97,2022-01-28,3,"TUB INOX 5/16""Øx320mm 4000W 230V TAPON"
98,2022-01-28,2,"CAS INOX 3/8""ØX2 1/2"" 175W 127V EXT.30CM"
99,2022-01-28,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 2 MT
100,2022-01-28,1,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
101,2022-01-31,2,"PT-100 5/16""ØX40CM CON1/2""NPT EXT10M PLI"
102,2022-01-31,2,"TER EK DOBLE1/2Øx12""x24"" EN INOX-T316"""
103,2022-01-31,2,"TERMOPAR K DOBLE CAL8 x18 FUND INOX 316"""
104,2022-01-31,1,"TER J 1/4""ØX4"" CON 1/2""-1/2""NPT BLOCK-CA"
105,2022-01-31,1,"TUB INOX 7/16""Øx280mm U 9000W 240V PLACA"
106,2022-01-31,4,"TUB INOX 1/4""ØX123MM 250W220V CIRCULAR/M"
107,2022-01-31,1,FAB BOBINA 8020 2000W 220V BASTIDOR NVO
108,2022-01-31,1,"RC 5/16""ØX37CM 300W 110V EXT. 25CM"
109,2022-01-31,2,"TUB INOX 1/2""ØX2018MM 4000W 250V ESP/BUS"
110,2022-01-31,1,"TU ""U"" Ø 8 MM X 500 MM 3000 W 220V"
111,2022-01-31,4,"TUB INOX 5/16""ØX362CM 5000W220 V T/CABLE"
112,2022-01-31,2,TUE Ø 8 MM X 303 APROX 5000 W 220 V
113,2022-01-31,1,"TUBU"" 5/16""Øx21.5cm 2700W220V 3PZ COBRE"""
114,2022-01-31,1,"TUB INOX 7/16""ØX26CM 2700W 240V ""M"" BUSH"
115,2022-01-31,4,CAS INOX 12MMØX90MM 220W 110V  EXT.15CMS
116,2022-01-31,2,BB INOX 40MMØX60MM 300W 240V EXT.30CM
117,2022-01-31,1,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP"
118,2022-02-01,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
119,2022-02-01,4,"TER J 3/16""ØX5"" EXT4MT RES/MALLA INOX"
120,2022-02-01,2,"TER J 3/16""ØX9"" EXT4MT RES/MALLA INOX"
121,2022-02-02,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
122,2022-02-02,2,"CAR BAJA INOX 5/8x97CMS 2400W 440V CABL"""
123,2022-02-02,1,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP"
124,2022-02-02,1,"TUB INOX 5/16""ØX25.5CM 2500W110V CLIP PL"
125,2022-02-02,3,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
126,2022-02-02,2,CAE 12.5MMØx312.42MMLONG 90° 1200W 220V
127,2022-02-03,1,"CAS INOX 1/2""ØX3 1/2"" 400W 127V EXT.30CM"
128,2022-02-03,4,"TERMOPOZO COBRE 3/8""x126mm 1/2""A1/2"" NPT"
129,2022-02-03,4,"TUB INOX 5/16""ØX240MM 1000W 120V BUS5/8"
130,2022-02-03,4,"TUB INOX 7/16""ØX26CM 1100W127V BUSH"
131,2022-02-03,4,"CAS INOX 1/2""ØX5"" 750W127V EXT.30CM"
132,2022-02-03,1,"TUB INOX 1/4""ØX16CM 700W127V ESPIRAL TAP"
133,2022-02-03,1,"TUB INOX 1/4""ØX16CM 700W127V ESPIRAL PLA"
134,2022-02-04,15,"TUB 7/16""X46CMS U 1500W 480V. ESPECIAL"
135,2022-02-04,1,"BOQUILLA 2X2""  350W 240V"""
136,2022-02-04,1,"TUB COBRE 5/16""ØX225MM 2400W115V TAP"
137,2022-02-04,1,"TUB INOX 5/16""ØX20CM 2000W 220V ""J"" TAP"
138,2022-02-08,12,"CBS 90° 3/4""Øx39.9/16 2600W400V EXT. 55"""
139,2022-02-08,4,"BN 3""ØX5""ANCHO 1000W 220V CIERRE STD"
140,2022-02-08,10,PISTOLA DE AIRE 3500W 220V
141,2022-02-08,3,"TUB INOX 5/8""ØX150CM 2590W 256V REC/ALET"
142,2022-02-08,7,"PT-100 3/16""ØX 1 1/2"" CON 3/8""-A1/2""NPT"
143,2022-02-08,2,"TUB INOX 5/16""ØX307MM  2100W220V ""M"" CUA"
144,2022-02-09,2,"TUB INOX 7/16""ØX210MM 800W127V ""U""  BUSH"
145,2022-02-09,3,"TUB INOX 7/16""ØX58CM 8000W240V ""U"" CLAMP"
146,2022-02-09,1,"TEA K"" 18mmØx540mm CABEZA MARINA"""
147,2022-02-09,4,"TUB ""U"" 8mmØx650mm 10kW 440V 2pz TAPON"
148,2022-02-09,3,"TUB INOX 1/4""Øx185MM 900W 120V ""M"" T-90°"
149,2022-02-10,3,"RC 3/8""ØX175MM 375W125V EXT25CM"
150,2022-02-10,3,"TUBULAR  U"" 1/2""Øx660mm 4500W440V 3pz"""
151,2022-02-10,3,"TUB RECTA 1/2""ØX800MMLON 1000W 73V T/TOR"
152,2022-02-10,2,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
153,2022-02-10,2,"TERMOPAR K 3/16Ø X 1'  1/2 EXT. 3 MT"""
154,2022-02-11,10,"CBS INOX 5/8""ØX13"" 1700W 240V EXT.30CM"
155,2022-02-11,6,ELEMENTO K CAL.8X131.6MM CERAM/BLOCK CER
156,2022-02-11,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
157,2022-02-11,2,"CBS INOX 3/8""ØX90CM 1300W 240V EXT.1MT"
158,2022-02-11,3,"TER K 3/16""ØX1 1/2"" EXT.3MT MALLA S/ZAP"
159,2022-02-14,3,BN INOX 111MMØX85MM 1000W127V CIERRE STD
160,2022-02-14,4,"CAS INOX 3/8""ØX7"" 500W 127V EXT1MT"
161,2022-02-14,4,"CAS INOX 3/8""ØX8"" 500W 127V EXT1MT"
162,2022-02-14,2,BAN M/LUNA 129MMØX99MM 450W440V C/STD TO
163,2022-02-14,1,BAN INOX 197MMØX152MM 3500W 440V T/TORNI
164,2022-02-14,3,BAN P COMUN 218MMX85MM 800W440V 2BA T/TO
165,2022-02-14,2,BAN P COMUN 219MMX275MM 1800W440V 4B/TOR
166,2022-02-14,2,BAN P COMUN 197MMX31CM 2000W440V 4BA TOR
167,2022-02-14,1,BAN A/COMUN 263mmØx115mm 2800W 220V STD
168,2022-02-14,6,"TUB INOX 1/4""Øx280mm 200W 120V RECTA ZAP"
169,2022-02-14,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT
170,2022-02-14,6,CAM INOX 12.5MMØX100MM 750W 240V EXT30CM
171,2022-02-14,1,REPARACION DE PLANCHA 4500W 240V ESP
172,2022-02-15,2,"TUB INOX 1/4""ØX50CM 400W127V RECTA T/TOR"
173,2022-02-15,1,"TUB INOX 5/16""Øx335mm. U 7600W 230V PLAQ"
174,2022-02-15,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
175,2022-02-16,2,TERMOPAR J3/16 Ø X 1' 1/2 EXT.  1.5 MT
176,2022-02-16,8,"PT-100 2MMX1"" DESNUDO EXT.113CM SOGUILLA"
177,2022-02-16,2,"PT-100 5/16""ØX40CM CON1/2""NPT EXT10M PLI"
178,2022-02-16,8,"TUBULAR U"" 5/16"" 203MM 1500W 127V"""
179,2022-02-17,2,"TUB INOX 1/4""Øx355MM 4500W230V ESP/PLAC"
180,2022-02-17,1,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
181,2022-02-17,1,"TUB INOX 1/4""Øx1500mm 3000W 230V BUSHING"
182,2022-02-17,1,REPARACION DE HORNO 780W 120V MAR-VULCAN
183,2022-02-17,3,BOB DSD CAL.6 86MMØX713MM U 48KW440V GA
184,2022-02-17,2,"AEROPACK J 1/16""ØX2"" T-1/8""ØX11/2"" EXT1M"
185,2022-02-18,11,"TEA K 1/2""ØX53CM CO/1/2""NPT INOX C/MARIN"
186,2022-02-18,6,"TEA K 1/2""ØX130CM CO/1/2""NPT INOX C/MARI"
187,2022-02-18,4,"TER K 1/4""ØX2"" EXT.1MT RESORT C/MINI MAC"
188,2022-02-18,2,"TER T 3/16""ØX51CMX6CM EXT2MT CON-1/8 90°"
189,2022-02-18,2,"TER T 3/16""ØX127MMX6CM EXT5MT CON-1/8 90"
190,2022-02-18,2,"TUB INOX 5/16""ØX203MM 1500W 240V U TAP1"""
191,2022-02-18,3,"TEA K 1/2""Øx1800mm CON1/2-1/2 C/MARINA"
192,2022-02-18,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
193,2022-02-21,1,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY"
194,2022-02-21,1,"TEA K 1/2""ØX18""X24"" ESCUADRA BLOCK/CMARI"
195,2022-02-21,6,"TUB ALETADA 5/16""ØX32CM 750W 220 V"
196,2022-02-22,5,"TERMOPAR CERAMICO T/K"" LONG 18"" CAL 8"""
197,2022-02-22,1,REPARACION SELLADORA PCS300
198,2022-02-22,1,"TERMOPAR CERAMICO T/K"" LONG 24"" CAL 8"""
199,2022-02-22,18,"TUB INOX 7/16""ØX80CM 960W 240V RECTA T/T"
200,2022-02-22,2,"TUB INOX 3/8""ØX33.5CM 6000W480V ""U"" PLAC"
201,2022-02-22,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
202,2022-02-22,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
203,2022-02-22,1,"TERMOPAR K 3/16Ø  X 1'  1/2 EXT. 2 MT"""
204,2022-02-23,36,TUB ESP 10MMØX1985MM 1000W 440V BUS/SOPO
205,2022-02-23,2,"BAN P INOX 1 1/2""X12"" 240V W-MAX"
206,2022-02-23,2,"BAN P INOX 1 1/2""X14"" 240V W-MAX"
207,2022-02-23,2,"BAN P INOX 1 1/2""X16"" 240V W-MAX"
208,2022-02-23,2,"BAN P INOX 1 1/2""X18"" 240V W-MAX"
209,2022-02-23,2,"BAN INOX 12""ØX 1 1/2"" 1250W 240V C/ALLEN"
210,2022-02-23,2,"BAN INOX 14""ØX 1 1/2"" 1500W240V C/ALLEN"
211,2022-02-23,2,"BAN INOX 16""ØX1 1/2"" 1750W 240V C/ALLEN"
212,2022-02-23,2,"BAN INOX 20""ØX 11/2"" 2300W 240C C/ALLEN"
213,2022-02-23,7,"BAN P INOX 7""X1 1/2"" 900W 240V T/TOR"
214,2022-02-23,2,"TER J 1/4""X1/2"" EXT1MT TORNILLO LOCO"
215,2022-02-23,2,"TUB INOX 5/16""Øx197CM 2500W 220V ""M"" ESP"
216,2022-02-23,2,"RC 5/8""ØX748MM 1100W220V T/TORNILLO"
217,2022-02-23,2,"CAS INOX 5/8""ØX4"" 600W 127V EXT 30CM"
218,2022-02-23,2,"CAS INOX 5/8""ØX4"" 600W 127V EXT 30CM"
219,2022-02-23,1,"TUB INOX 5/16""ØX800MM 2000W127V ""J"" TBOY"
220,2022-02-24,3,CBS INOX 27MMØX180CM 1000W 440V CAJA ESP
221,2022-02-24,6,"TUB INCOL 5/16""ØX355MM 9000W240V J T/BOI"
222,2022-02-24,10,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT"
223,2022-02-24,2,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA"
224,2022-02-24,1,"CAS INOX 1/2""X5"" 250W 240V EXT30CM"
225,2022-02-25,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
226,2022-02-25,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
227,2022-02-25,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
228,2022-02-25,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
229,2022-02-25,1,"TUB INCOLOY 1/2""Øx412mm J 9KW 240V PLACA"
230,2022-02-25,2,"TUB INOX 1/2""ØX2018MM 4000W 250V ESP/BUS"
231,2022-02-25,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 6 MT
232,2022-02-25,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 4 MT
233,2022-02-25,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT
234,2022-02-25,5,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT"
235,2022-02-25,4,CART INOX 11.43mmØx450mm 300W 48V CABLE
236,2022-02-25,10,CARTUCHO Ø 8 MM X340 MM 500W 220 V
237,2022-02-25,8,CARTUCHO ESC.Ø 8MM X 325 MM 500W 220V
238,2022-02-25,7,CARTUCHO Ø8MM X 260MM 500W 220V
239,2022-02-25,8,CARTUCHO Ø 8 MM X 500 MM 500 W 220 V
240,2022-02-25,3,CARTUCHO Ø 10 MM X 460 MM 500W 220V
241,2022-02-25,4,"PT-100 1/4""ØX4"" CON1/2""-1/2"" NPT C/MARIN"
242,2022-02-28,4,"CAS INOX 1/2""ØX3"" 400W 127V EXT.30CM"
243,2022-02-28,1,"TUB INOX 1/4""ØX135MM 700W127V ESPIRAL 4V"
244,2022-02-28,2,BAN P INOX 250MMX290MM 2000W 220V EXT2MT
245,2022-02-28,30,"TUB. ENCAPSULADA 5/16Øx780mm 1500W 240V"""
246,2022-02-28,4,"TUB INOX 5/16""ØX700MM 780W 220V ""M"" ESPE"
247,2022-02-28,2,"CAS INOX 1/2""ØX3 1/2"" 400W 127V EXT.30CM"
248,2022-02-28,2,"TUB INOX 1/4""ØX80CM 800W127V RECTA T/ZAP"
249,2022-02-28,1,"TUB INOX 5/16""ØX1550MM ""CLIP"" 7000W 220V"
250,2022-02-28,2,"TER J 1/4""ØX4"" CON1/2""-1/2"" NPT EXT.8MT"
251,2022-02-28,1,"TUB INOX 1/2""Øx410mm J 11KW 240V PLAQUIT"
252,2022-02-28,3,"TUB INOX716Øx1421mm LONG ""M"" 3000W/220V"""
253,2022-02-28,1,"TUB INOX 3/8""ØX158MM 2000W 127V CIRCULAR"
254,2022-02-28,3,"TUB INOX 5/16""ØX42CM 3650W280V ESP/PLAC"
255,2022-02-28,3,"TUB INOX 5/16""Øx310MM ""U"" 800W110V T/TOR"
256,2022-02-28,1,"BB Ø1.766""X1.432""  250W220V 3H TPLICA 1M"
257,2022-02-28,1,"BB Ø4.5""X1.265"" 500W 220V 3 H T PLICA 1M"
258,2022-02-28,1,"BAN MICA 1.766Øx1.432"" 250W 220V C/TERM"""
259,2022-02-28,1,"BAN MICA 4.500Øx1.265"" 500W 220V C/TERM"""
260,2022-02-28,2,BAN M/LUNA 220MMØX215MM 2950W230V ALLEN
261,2022-02-28,3,"TER J 3/16""ØX1/2"" EXT3MT C/PLICA BAY1GIR"
262,2022-02-28,3,"TUB INOX 7/16""ØX34CM 1800W240V ""U"" ALE-B"
263,2022-02-28,2,"TER K 1/4""ØX8"" EXT.1MT RES-PIA C/CLAVIJA"
264,2022-02-28,4,"TUB INOX 5/16""ØX700MM 780W 220V ""M"" ESPE"
265,2022-02-28,4,"TUB INOX 5/16""ØX795MM 780W 120V T/TORNI"
266,2022-03-01,1,BC PLANA 13CMX20CM 1500W240V OCTAGONAL
267,2022-03-02,4,"TUB COBRE 1/2""ØX218MM 700W 120V ELIPSE"
268,2022-03-02,4,"TUB COBRE 7/16""ØX218MM 1500W 120V ELIPSE"
269,2022-03-02,2,"PT-100 5/16""ØX40CM CON1/2""NPT EXT10M PLI"
270,2022-03-03,6,BP S/BLINDA 300MMX698MM 2500W 230V 18BA
271,2022-03-03,6,BP S/BLINDA 300MMX698MM 2000W 230V 18BA
272,2022-03-03,1,"BOQUILLA 2X2""  350W 240V"""
273,2022-03-03,1,REPARACION DE BRIDA DE 125KW 1240V DELTA
274,2022-03-03,3,"TUB INOX 5/16""ØX42CM 3650W280V ESP/PLAC"
275,2022-03-03,2,"TER K 1/4""Øx79CM DOBLEZ 90° C.STD MAC/HE"
276,2022-03-03,1,TERMOPAR J 3/16 Ø X1'  1/2 EXT.  8 MT
277,2022-03-03,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT.  5 MT
278,2022-03-04,1,"TUB INOX 1/4""ØX443MM 500W220V RECTA-PLAC"
279,2022-03-04,15,"TUB 7/16""X46CMS U 1500W 480V. ESPECIAL"
280,2022-03-04,1,"TUB INOX 7/16""Øx1080MM ""U"" 5000W220V BUS"
281,2022-03-04,2,"AEROPACK J 1/16""ØX2"" T-1/8""ØX11/2"" EXT1M"
282,2022-03-04,2,"TUB INOX 7/16""ØX49CM 3000W127V ""U"" BUS"
283,2022-03-07,4,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
284,2022-03-07,1,"TUB INOX 1/4""ØX370MM 7500W 220V ""U"" PLAC"
285,2022-03-07,4,"CAS INOX  3/8""ØX3"" 100W127 0V EXT.30CM"
286,2022-03-08,5,BAN INOX 170MMØX55MM 1300W 440V C/STD
287,2022-03-08,2,BAN INOX 57MMØX45MM 250W260V CINT/ALLEN
288,2022-03-08,9,"TUB INOX 3/8""ØX75CM W MAX 480V ""M"" ESP"
289,2022-03-09,1,BOB 8020 CAL.16 19MMØX1170MM 5300W 240V
290,2022-03-09,4,"ELEM K CAL. 8 x12"" C/FUNDA CERAMICA"
291,2022-03-09,1,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
292,2022-03-09,10,"TUBULAR U"" 5/16"" 203MM 1500W 127V"""
293,2022-03-09,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
294,2022-03-09,1,"TUB INOX 1/2""ØX293MM 2500W240V ""M"" ESPEC"
295,2022-03-09,1,"TUB INOX 1/2""ØX293MM 2500W240V ""M"" ESPEC"
296,2022-03-10,3,"TUB INOX 1/2""ØX34CM 2000W 240V ""U"" ALETA"
297,2022-03-10,2,"CAS INOX 1/4""ØX2"" 175W240V EXT30CM C/TJ"
298,2022-03-10,1,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 3 MT
299,2022-03-10,20,"TEA J"" 3/16""Øx22MM EXT2MT BAY2GIR/ADAPT"
300,2022-03-10,5,"TUB. ESP. 5/16 1200W 120V TERM 90° 3"""""
301,2022-03-10,5,"TERMOPAR CERAMICO T/K"" LONG 12"" CAL 8"""
302,2022-03-11,1,"BOBINA 8020 110W 110V EN/TUBO INOX2""X30"""
303,2022-03-11,6,"TUB ""J"" Ø 8 MM X 240 CM 5500 W 220 V"
304,2022-03-11,2,PT-100 6MMØX110MM CONECTOR EXT15MTS
305,2022-03-11,1,"TUB INOX 7/16""ØX60CM 9000W240V 2 1/2""NPT"
306,2022-03-11,2,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
307,2022-03-11,2,TERMOPAR J 3/16 Ø X 1' 1/2 EXT. 1 MT
308,2022-03-11,1,"TUB INOX 5/16""ØX430MM 6000W 230V"
309,2022-03-14,10,"CAS INOX 1/2""ØX51.5CM 400W240V EXT1M SOG"
310,2022-03-14,15,"CAS INOX 5/8""ØX72CM 2670W 480V EXT.30CM"
311,2022-03-15,1,"BOQUILLA 11/2X1""1/2"" 300W 240V"""
312,2022-03-15,4,"TUB Ø 7/16 X 71 CM LONG ""U"" 3600W440V"
313,2022-03-15,9,"TUB INOX 5/16""ØX23CM ELIPSE 985W120V BUS"
314,2022-03-15,1,"TUBULAR  J"" 5/16"" 230MM 4500W 220V"""
315,2022-03-15,2,"TUB INOX 5/16""Øx40CMS U 2000W 220V TAPON"
316,2022-03-15,2,"TUB INOX 5/16""ØX437MM 1000W127V ""M"" ESPE"
317,2022-03-15,4,"TUB INOX 3/8""ØX38CM 6000W240V ""U"" PLACA"
